73, (1356, 224, 1387, 305, 'person', 6)
73, (1056, 302, 1082, 353, 'person', 9)
74, (546, 441, 589, 563, 'person', 1)
74, (1378, 459, 1423, 592, 'person', 2)
74, (314, 527, 387, 652, 'person', 3)
74, (1732, 550, 1793, 687, 'person', 4)
74, (79, 203, 110, 284, 'person', 5)
74, (1356, 224, 1387, 305, 'person', 6)
74, (1056, 302, 1083, 353, 'person', 9)
75, (546, 441, 589, 563, 'person', 1)
75, (1378, 459, 1423, 592, 'person', 2)
75, (315, 527, 390, 652, 'person', 3)
75, (1732, 550, 1793, 687, 'person', 4)
75, (79, 203, 110, 284, 'person', 5)
75, (1356, 224, 1387, 305, 'person', 6)
75, (1056, 302, 1083, 353, 'person', 9)
76, (546, 441, 589, 563, 'person', 1)
76, (1378, 459, 1423, 592, 'person', 2)
76, (319, 529, 395, 653, 'person', 3)
76, (1732, 550, 1793, 687, 'person', 4)
76, (80, 203, 111, 284, 'person', 5)
76, (1356, 224, 1387, 305, 'person', 6)
76, (1056, 302, 1083, 353, 'person', 9)
77, (545, 441, 589, 563, 'person', 1)
77, (1377, 462, 1421, 592, 'person', 2)
77, (328, 528, 404, 652, 'person', 3)
77, (1732, 550, 1793, 687, 'person', 4)
77, (79, 203, 110, 284, 'person', 5)
77, (1356, 224, 1387, 305, 'person', 6)
77, (1056, 302, 1083, 352, 'person', 9)
78, (545, 441, 589, 564, 'person', 1)
78, (1376, 464, 1420, 592, 'person', 2)
78, (335, 527, 410, 649, 'person', 3)
78, (1732, 550, 1793, 687, 'person', 4)
78, (79, 204, 110, 283, 'person', 5)
78, (1356, 224, 1387, 305, 'person', 6)
78, (1056, 301, 1083, 352, 'person', 9)
79, (545, 442, 588, 564, 'person', 1)
79, (1375, 466, 1419, 592, 'person', 2)
79, (340, 529, 414, 646, 'person', 3)
79, (1732, 550, 1793, 687, 'person', 4)
79, (79, 204, 110, 283, 'person', 5)
79, (1356, 224, 1387, 306, 'person', 6)
79, (1056, 301, 1083, 352, 'person', 9)
80, (545, 441, 588, 564, 'person', 1)
80, (1374, 467, 1418, 592, 'person', 2)
80, (346, 528, 421, 642, 'person', 3)
80, (1732, 550, 1793, 687, 'person', 4)
80, (79, 204, 110, 283, 'person', 5)
80, (1356, 224, 1387, 306, 'person', 6)
80, (1056, 301, 1083, 352, 'person', 9)
81, (545, 441, 588, 564, 'person', 1)
81, (1374, 467, 1417, 593, 'person', 2)
81, (348, 528, 424, 640, 'person', 3)
81, (1732, 550, 1793, 687, 'person', 4)
81, (79, 204, 110, 283, 'person', 5)
